description_en	spell_ids	description_zh
Affixes your rune weapon with a rune that has a chance to increase the damage by $53386s1% for your next 2 attacks that deal Frost or Shadow damage.  Modifying your rune weapon requires a Rune Forge in Ebon Hold.	53341	
Affixes your two-handed rune weapon with a rune that deflects $53362s1% of all spell damage and reduces the duration of Silence effects by $60209s1%.  Modifying your rune weapon requires a Rune Forge in Ebon Hold.	53342	
Affixes your weapon with a rune that causes 2% extra weapon damage as Frost damage and increases enemies' vulnerability to your Frost attacks. Modifying your rune weapon requires a Rune Forge in Ebon Hold.	53343	
Affixes your rune weapon with a rune that has a chance to heal you for $53365s2% and increase total Strength by $53365s1% for $53365d.  Modifying your rune weapon requires a Rune Forge in Ebon Hold.	53344	
You attempt to finish the wounded target off, firing a long range attack dealing $s2% weapon damage plus ${$RAP*0.40+$m1*2}. Kill Shot can only be used on enemies that have 20% or less health.	53351,61005,61006	
You fire an explosive charge into the enemy target, dealing Fire damage. The charge will blast the target every second for an additional $53301d.	53352	
Increases the critical strike chance of Hammer of Wrath by $s2%, reduces the cooldown of Avenging Wrath by $/1000;s1 secs and while affected by Avenging Wrath $s3% of all damage caused bypasses damage reduction effects.	53375,53376	
Your auras also increase casting, ranged and melee attack speeds by $s1%.	53379,53484,53648	
When your Judgement, Crusader Strike and Divine Storm spells deal a critical strike, your target will take $s1% additional damage over $61840d.	53380,53381,53382	
An instant weapon attack that causes $s1% of weapon damage to up to ${$i-1} enemies within $a3 yards.  The Divine Storm heals up to 3 party or raid members totaling $s2% of the damage caused.	53385	
Your pet goes into a killing frenzy.  Successful attacks have a chance to increase attack power by $53403s1%.  This effect will stack up to $53403u times.  Lasts $53401d.	53401	
Unleashes the energy of a Seal spell to judge an enemy for $20184d, preventing them from fleeing and limiting their movement speed.  Refer to individual Seals for additional Judgement effect.  Only one Judgement per Paladin can be active at any one time.	53407	
Unleashes the energy of a Seal spell to judge an enemy for $20186d, giving each attack a chance to restore $20268s1% of the attacker's base mana.  Refer to individual Seals for additional Judgement effect.  Only one Judgement per Paladin can be active at any one time.	53408	
Reduces the duration of all Stun and Fear effects used against your pet by $s1%.	53409,53411	
Your pet heals itself for $o1% of its total health over $d while channeling.	53426	
Your pet takes $s1% less damage from Arcane, Fire, Frost, Nature and Shadow magic.	53427,53429,53430	
Allows the Death Knight to emblazon their weapon with runes.	53428	
Your pet roars, increasing your pet's and your melee and ranged attack power by $s1%.  Lasts $d.	53434	
Reduces the chance your pet will be critically hit by melee attacks by $s1%.	53450,53451	
Your pet runs at high speed towards a group member, intercepting the next melee or ranged attack made against them.	53476	
Your pet taunts the target to attack it for $d.	53477	
Your pet temporarily gains 30% of its maximum health for $53479d.  After the effect expires, the health is lost.	53478	
Protects a friendly target from critical strikes, making attacks against that target unable to be critical strikes, but $s2% of all damage taken by that target is also taken by the pet.  Lasts $d.	53480	
Increases your pet's total Stamina by $s1% and increases all healing effects on your pet by $s2%.	53481,53482	
Reduces the cooldown on your pet's Dash ability by ${$m1/-1000} sec.	53483,53485	
Increases the damage of your Judgement, Crusader Strike and Divine Storm abilities by $s1% and when your melee attacks critically hit the cast time of your next Flash of Light or Exorcism is reduced by ${$53489m1/-1000}.2 sec.	53486	
Increases the damage of your Judgement, Crusader Strike and Divine Storm abilities by $s1% and when your melee attacks critically hit your next Flash of Light  or Exorcism spell becomes instant cast.	53488	
Increases the critical strike damage of your Judgement, Crusader Strike and Divine Storm abilities by $53486s1% and when your melee attacks critically hit the cast time of your next Flash of Light or Exorcism is reduced by ${$53489m1/-1000}.2 sec.	53489	
Removes all movement impairing effects and all effects which cause loss of control of your pet, and reduces damage done to your pet by $63896s1% for $63896d.	53490	
Increases your spell power by an amount equal to $s1% of your attack power and your critical healing spells heal the target for $s2% of the healed amount over 12 seconds.	53501,53502,53503	
A fierce attack causing $s1 damage, modified by pet level, that your pet can use after it makes a critical attack.  Cannot be dodged, blocked or parried.	53508	
Your pet does $s1% additional damage to targets with less than 35% health.	53511,53512	
Your pet has a $53514h% chance after using an ability that the next ability will cost no Focus if used within $53515d.	53514	
Your pet has a $53516h% chance after using an ability that the next ability will cost no Focus if used within $53515d.	53516	
Your pet's inspiring roar restores $o1% of your total mana over $d.	53517	
Reduces the duration of all Stun effects by an additional $s1% and reduces the chance your helpful spells and damage over time effects will be dispelled by an additional $s2%.	53519	
When Divine Sacrifice is activated, your party and raid members within $70940a1 yards take $s1% reduced damage for $70940d.  In addition, increases the duration of your Sacred Shield by $s2% and the amount absorbed by $s3%.	53527,53530	
Your Cleanse spell has a $h% chance to increase the target's resistance to Disease, Magic and Poison by $53659s1% for $53659d.	53551,53552,53553	
Reduces the cooldown on your pet's Dive ability by ${$m1/-1000} sec.	53554,53555	
Increases the range of your Judgement of Light and Judgement of Wisdom spells by $s1 yards and increases your chance to hit by $s2%.	53556,53557	
The target becomes a Beacon of Light to all members of your party or raid within a 60 yard radius.  Any heals you cast on party or raid members will also heal the Beacon for $s1% of the amount healed.  Only one target can be the Beacon of Light at a time. Lasts $d.	53563	
Your Holy Shock critical hits reduce the cast time of your next Flash of Light by ${$53672m2/-1000}.2 sec or increase the critical chance of your next Holy Light by $53672s1%.  In addition, causes your Flash of Light to heal targets with Sacred Shield for an additional $s3% over $66922d.	53569	
Your Holy Shock critical hits reduce the cast time of your next Flash of Light by ${$54149m2/-1000}.1 sec or increase the critical chance of your next Holy Light by $54149s1%.  In addition, causes your Flash of Light to heal targets with Sacred Shield for an additional $s3% over $66922d.	53576	
Reduces spell damage taken by $s2% and gives a $h% chance to refresh the duration of your Divine Plea when you hit an enemy.  In addition, your Divine Plea spell is $s1% less likely to be dispelled.	53583,53585	
Increases your spell power by an amount equal to $s1% of your Strength and increases the amount healed by your critical heals by $s2%.	53590,53591,53592	
Hammer the current target and up to ${$x1-1} additional nearby targets, causing $s3 times your main hand damage per second as Holy damage.	53595	
Slam the target with your shield, causing Holy damage based on your block value plus an additional $s1.	53600,61411	
Each time the target takes damage they gain a Sacred Shield, absorbing $58597s1 damage and increasing the paladin's chance to critically hit with Flash of Light by $58597s2% for up to $58597d.  They cannot gain this effect more than once every $s2 sec.  Lasts $d.  This spell cannot be on more than one target at any one time.	53601	
Reduces the pushback suffered from damaging attacks while casting Steady Shot by $s1%, and increases your chance to hit by $s2%.	53620,53621,53622	
The target becomes a Beacon of Light to all targets within a 60 yard radius.  Any heals you cast on those targets will also heal the Beacon for $s1% of the amount healed.	53651	
The target becomes a Beacon of Light to all targets within a 40 yard radius.  Any heals you cast on those targets will also heal the Beacon for $53563s1% of the amount healed.  Only one target can be the Beacon of Light at a time. Lasts $53563d.	53652,53653,53654	
Increases the damage done by your Seal and Judgement spells by $53671s2%, and your Judgement spells increase your casting and melee haste by $53655s1% for $53655d.	53655	
Increases the damage done by your Seal and Judgement spells by $53673s2%, and your Judgement spells increase your casting and melee haste by $53656s1% for $53656d.	53656	
Increases the damage done by your Seal and Judgement spells by $54151s2%, and your Judgement spells increase your casting and melee haste by $53657s1% for $53657d.	53657	
Your Cleanse spell has a chance to increase the target's resistance to Disease, Magic and Poison.	53659	
Reduces the mana cost of Hand of Freedom, Hand of Sacrifice and Hand of Salvation by $s1%, increases the effectiveness of Hand of Salvation by $s3% and the effectiveness of Hand of Sacrifice by an additional $s2%.	53660,53661	
