description_en	description_zh
Provides a $s1% damage reduction against all physical and magic attacks for $d.  This effect can only be granted to targets with a Renew or Power Word: Shield effect active.  In addition, any target under the effects of Grace has their chance to be critically hit by $s2% and the healing of all spells on that target is increased by $s3%.	使受到的所有物理和魔法伤害降低$s1%，持续$d。此效果只能施加给拥有恢复或真言术：盾效果的目标。此外，处于恩赐效果下的目标被暴击的几率降低$s2%，且其受到的所有治疗效果提高$s3%。
Increases your Agility and Strength by $s1% and decreases the damage you take from magic attacks by $s2%.	使你的敏捷和力量提高$s1%，且你受到的魔法伤害降低$s2%。
Summons a Spirit Healer to resurrect the fallen party member for $d.  When the Spirit Healer departs, the party member is resurrected with $s1% health and $s2% mana.  The resurrected party member cannot be resurrected again by a Spirit Healer for $53139d.	召唤一名灵魂医者，复活死亡的小队成员，持续$d。当灵魂医者离开时，该小队成员将以$s1%的生命值和$s2%的法力值复活。被复活的小队成员在$53139d内无法再次被灵魂医者复活。
You can only be in one presence at a time.	你同一时间只能处于一种领域中。
Your diseases also cause Crypt Fever, which increases disease damage taken by the target by $50511s1%.	你的疾病还会引起墓地热疫，使目标受到的疾病伤害提高$50511s1%。
Increases the range of Throw and Deadly Throw and gives your Deadly Throw a $s2% chance to interrupt the target for $51680d.	使投掷和致命投掷的射程提高，并使你的致命投掷有$s2%的几率中断目标的施法，持续$51680d。
Right-click to summon and dismiss Mini Tyrael.	右键点击召唤或解散迷你泰瑞尔。
Increases the attack power by $53137s1% of party and raid members within $53137a1 yards.  Also increases your total Strength by $53137s2%.	使$53137a1码范围内所有小队和团队成员的攻击强度提高$53137s1%。此外，使你的总力量提高$53137s2%。
Increases the attack power by $53138s1% of party and raid members within $53138a1 yards.  Also increases your total Strength by $53138s2%.	使$53138a1码范围内所有小队和团队成员的攻击强度提高$53138s1%。此外，使你的总力量提高$53138s2%。
Teleports the caster to Dalaran.	将施法者传送至达拉然。
Creates a portal, teleporting group members that use it to Dalaran.	制造一个传送门，将使用它的队友传送至达拉然。
Your pet's Growl generates $s1% additional threat and 10% of its total happiness.	你的宠物的低吼产生的威胁值提高$s1%，且能使其总快乐值提高10%。
Your pet's attacks have a 10% chance to increase its happiness by 5% and heal 5% of its total health.	你的宠物的攻击有10%的几率使其快乐值提高5%，并恢复其总生命值的5%。
Your pet's attacks have a 20% chance to increase its happiness by 5% and heal 5% of its total health.	你的宠物的攻击有20%的几率使其快乐值提高5%，并恢复其总生命值的5%。
You summon a flurry of stars from the sky on all targets within $53196a yards of the caster, each dealing $53191s1 Arcane damage. Also causes $53188s1 Arcane damage to all other enemies within $53188a1 yards of the enemy target. Maximum 20 stars. Lasts $53199d.  Shapeshifting into an animal form or mounting cancels the effect. Any effect which causes you to lose control of your character will suppress the starfall effect.	你从天空中召唤群星，对施法者$53196a码范围内的所有目标造成$53191s1点奥术伤害。此外还会对敌方目标周围$53188a1码范围内的所有其他敌人造成$53188s1点奥术伤害。最多20颗星。持续$53199d。变身为动物形态或骑乘会取消该效果。任何导致你失去对角色控制的效果都会压制星辰坠落效果。
You summon a flurry of stars from the sky on all targets within $53197a yards of the caster, each dealing $53194s1 Arcane damage. Also causes $53189s1 Arcane damage to all other enemies within $53189a1 yards of the enemy target. Maximum 20 stars. Lasts $53200d.  Shapeshifting into an animal form or mounting cancels the effect. Any effect which causes you to lose control of your character will suppress the starfall effect.	你从天空中召唤群星，对施法者$53197a码范围内的所有目标造成$53194s1点奥术伤害。此外还会对敌方目标周围$53189a1码范围内的所有其他敌人造成$53189s1点奥术伤害。最多20颗星。持续$53200d。变身为动物形态或骑乘会取消该效果。任何导致你失去对角色控制的效果都会压制星辰坠落效果。
You summon a flurry of stars from the sky on all targets within $53198a yards of the caster, each dealing $53195s1 Arcane damage. Also causes $53190s1 Arcane damage to all other enemies within $53190a1 yards of the enemy target. Maximum 20 stars. Lasts $53201d.  Shapeshifting into an animal form or mounting cancels the effect. Any effect which causes you to lose control of your character will suppress the starfall effect.	你从天空中召唤群星，对施法者$53198a码范围内的所有目标造成$53195s1点奥术伤害。此外还会对敌方目标周围$53190a1码范围内的所有其他敌人造成$53190s1点奥术伤害。最多20颗星。持续$53201d。变身为动物形态或骑乘会取消该效果。任何导致你失去对角色控制的效果都会压制星辰坠落效果。
You deal $s3% weapon damage, refreshing the current Sting on your target and triggering an effect:\n\nSerpent Sting - Instantly deals 40% of the damage done by your Serpent Sting.\n\nViper Sting - Instantly restores mana to you equal to 60% of the total amount drained by your Viper Sting.\n\nScorpid Sting - Attempts to Disarm the target for 10 sec. This effect cannot occur more than once per 1 minute.	你造成$s3%的武器伤害，刷新目标身上当前的蛰刺效果并触发一种额外效果：\n\n毒蛇蛰刺 - 立即造成相当于你的毒蛇蛰刺总伤害40%的伤害。\n\n蝰蛇蛰刺 - 立即为你恢复法力值，数值相当于你的蝰蛇蛰刺抽取的总法力值的60%。\n\n毒蝎蛰刺 - 尝试解除目标的武装，持续10秒。此效果每1分钟只能触发一次。
Your Steady Shot hits have a chance to increase the damage done by your next Aimed Shot, Arcane Shot or Chimera Shot by $53220s1%, and reduce the mana cost of your next Aimed Shot, Arcane Shot or Chimera Shot by $53220s2%.	你的稳固射击击中目标后，有一定几率使你下一个瞄准射击、奥术射击或奇美拉射击造成的伤害提高$53220s1%，并使其法力消耗降低$53220s2%。
You summon a violent Typhoon that does $s2 Nature damage when in contact with hostile targets, knocking them back and dazing them for $61390d.	召唤一场剧烈的台风，接触到敌方目标时造成$s2点自然伤害，并将其击退，使其眩晕$61390d。
You summon a violent Typhoon that does $s2 Nature damage when in contact with hostile targets, knocking them back and dazing them for $61388d.	召唤一场剧烈的台风，接触到敌方目标时造成$s2点自然伤害，并将其击退，使其眩晕$61388d。
You summon a violent Typhoon that does $s2 Nature damage when in contact with hostile targets, knocking them back and dazing them for $61387d.	召唤一场剧烈的台风，接触到敌方目标时造成$s2点自然伤害，并将其击退，使其眩晕$61387d。
You gain $64180s1% of your mana every $53230t1 sec while under the effect of Rapid Fire, and you gain $56654s1% of your mana every $56654t1 sec for $56654d when you gain Rapid Killing.	你在急速射击效果影响下每$53230t1秒获得$64180s1%的法力值，且在获得急速杀戮效果时每$56654t1秒获得$56654s1%的法力值，持续$56654d。
You gain $64181s1% of your mana every $54227t1 sec while under the effect of Rapid Fire, and you gain $58882s1% of your mana every $58882t1 sec for $58882d when you gain Rapid Killing.	你在急速射击效果影响下每$54227t1秒获得$64181s1%的法力值，且在获得急速杀戮效果时每$58882t1秒获得$58882s1%的法力值，持续$58882d。
You have a chance to shoot an additional shot when doing damage with your auto shot, dealing $53254s1% weapon nature damage. Wild Quiver consumes no ammo.	当你的自动射击造成伤害时，有一定几率额外射出一箭，造成$53254s1%武器伤害的自然伤害。狂野箭袋不消耗弹药。
Aspect of the Viper - Reduces the damage penalty by $s1%.\n\nAspect of the Monkey - Reduces the damage done to you while active by $s2%.\n\nAspect of the Hawk - Increases the attack power bonus by $s3%.\n\nAspect of the Dragonhawk - Combines the bonuses from Aspect of the Monkey and Hawk.	蝰蛇守护 - 使造成的伤害惩罚降低$s1%。\n\灵猴守护 - 激活期间使你受到的伤害降低$s2%。\n\n雄鹰守护 - 使提供的攻击强度加成提高$s3%。\n\n龙鹰守护 - 同时获得灵猴守护和雄鹰守护的加成效果。
You master the art of Beast training, teaching you the ability to tame Exotic pets and increasing your total amount of Pet Skill Points by $s2.	你精通了野兽训练的艺术，学会了驯服特殊宠物，并使你的宠物总技能点数提高$s2点。
Your pet attempts to remove all root and movement impairing effects from itself and its target, and causes your pet and its target to be immune to all such effects for $54216d.	你的宠物尝试移除自身及其目标身上的所有缠绕和移动限制效果，并使其与目标在$54216d内免疫所有此类效果。
Increases the critical strike chance of your Kill Shot ability by $53302s2%, and while standing still for $53302s1 sec, you gain Sniper Training increasing the damage done by your Steady Shot, Aimed Shot, Black Arrow and Explosive Shot by $64418s1% for $64418d.	使你的杀戮射击的爆击几率提高$53302s2%。此外，如果你原地站立不动超过$53302s1秒，就会获得狙击训练效果，使你的稳固射击、瞄准射击、黑箭和爆炸射击造成的伤害提高$64418s1%，持续$64418d。
